字段1,字段2,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,字段11
laura,5分 超棒,1. 是否有好照片 全凭熊猫🐼的心情 2. 交通便利 价格公道 文创产品不错 3. 市区内很多景区直通车 下午可以直达其他景区 省时省力省心省钱,2020-09-30IP属地：未知,IP属地：未知,"
1",,2020-09-30IP属地：未知,IP属地：未知,"
1",
M56****771,5分 超棒,终于去到大熊猫研究基地，很值得一玩，去产房看到了熊猫宝宝，小小一只非常可爱，可惜去晚了已经在睡觉了，没有看到正面。里面非常大，玩了半天已经很累了。,2020-09-21IP属地：未知,IP属地：未知,"
点赞",,2020-09-21IP属地：未知,IP属地：未知,"
点赞",
xiaoxx997,5分 超棒,当然要来大成都看熊猫啦。,2021-11-04IP属地：未知,IP属地：未知,"
点赞",,2021-11-04IP属地：未知,IP属地：未知,"
点赞",
187****4455,5分 超棒,萌萌哒，肉嘟嘟，太可爱了,2021-09-15IP属地：未知,IP属地：未知,"
点赞",,2021-09-15IP属地：未知,IP属地：未知,"
点赞",
太阳神的镜子,5分 超棒,圆圆滚滚的大肉团子实在是太萌啦，来到基地已经是中午，所以，肥团子们都躲回室内吹凉凉啦，嗯嗯😊，看起来像罢工，嘿嘿…下次再去一定要赶早赶早赶早呀,2021-07-08IP属地：未知,IP属地：未知,"
点赞",,2021-07-08IP属地：未知,IP属地：未知,"
点赞",
宇斌呐,5分 超棒,还不错哦！适合家庭一起来，带男女朋友也不错，可以解锁你对熊猫的认识，大熊猫也有苦恼！,2021-06-16IP属地：未知,IP属地：未知,"
1",,2021-06-16IP属地：未知,IP属地：未知,"
1",
M59****258,5分 超棒,国宝🐼真的超级萌，哈哈哈，不过吃饱了就睡觉,2021-05-22IP属地：未知,IP属地：未知,"
1",,2021-05-22IP属地：未知,IP属地：未知,"
1",
_WeCh****04432,5分 超棒,这个门票是真的良心价了，个人觉得很划算。里面还几个园区，各种各样的大熊猫（虽然都差不多一个样子哈哈哈哈哈）。特别推荐月亮产房，熊猫崽崽也太可爱了！！！还看到了小熊猫吃奶奶，太🉑️了！,2021-05-12IP属地：未知,IP属地：未知,"
点赞",,2021-05-12IP属地：未知,IP属地：未知,"
点赞",
陈皮小可爱,5分 超棒,成都这个大熊猫繁育研究基地值得一生千里迢迢走一回，这些国宝太可爱了，里面还有孔雀，黑天鹅哦……喜欢的不得了✌。这里的环境优雅干净，空气非常清幽，,2021-04-18IP属地：未知,IP属地：未知,"
点赞",,2021-04-18IP属地：未知,IP属地：未知,"
点赞",
潘耀阳,5分 超棒,非常值得一去的地方，静静的看圆滚滚，最可爱的应该是那些小圆滚滚，呆萌呆萌可爱的。特别是放两三只一起玩的时候，好搞笑。成年的就不爱动，比较没意思。,2021-04-02IP属地：未知,IP属地：未知,"
点赞",,2021-04-02IP属地：未知,IP属地：未知,"
点赞",
151****5677,5分 超棒,大熊猫很可爱，来成都的朋友一定要去熊猫基地看看国宝。里面的景色也不错。但是看熊猫一定要早点去，吃完早饭宝宝们就要躺着睡觉了。景色不错，有趣好玩，,2021-03-26IP属地：未知,IP属地：未知,"
点赞",,2021-03-26IP属地：未知,IP属地：未知,"
点赞",
snowingshy,5分 超棒,那些网上说两小时就逛完的我只想说他们可能只是瞎走走吧，如果真的要逛的话建议还是花费半天时间安安心心的逛一下，特别是熊猫宝宝真的超级可爱，还好动。,2021-01-01IP属地：未知,IP属地：未知,"
点赞",,2021-01-01IP属地：未知,IP属地：未知,"
点赞",
发霉的绿豆糕,5分 超棒,熊猫真的是太可爱了，虽然下着大雾，但也不妨碍观看。遗憾的是没有看到刚出生的小宝宝，有些许遗憾。不过看到了爬树的，还有从矮树掉下来的还是很幸运了。,2020-12-28IP属地：未知,IP属地：未知,"
点赞",,2020-12-28IP属地：未知,IP属地：未知,"
点赞",
强哥,5分 超棒,体验很好，在成都熊猫基地，我们看到了非常可爱的大熊猫🐼宝宝，基地内部管理非常好，在疫情期间内部消毒严格，开放正常，使得广大游客渡过难忘的一天。,2020-09-17IP属地：未知,IP属地：未知,"
点赞",,2020-09-17IP属地：未知,IP属地：未知,"
点赞",
爱在此·乐在此,5分 超棒,还行，但暑假就不要去了，天热，大熊猫在睡觉，看不到它们出来活动，更没有互动。这是我的切身感受。熊猫是成都和四川的烫金名片，希望打造的越来越棒！,2021-12-29IP属地：未知,IP属地：未知,"
点赞",,2021-12-29IP属地：未知,IP属地：未知,"
点赞",
杜若6688,5分 超棒,还是很不错的，值得一去，我们特地去看大熊猫的，推荐大家去看看的,2021-10-31IP属地：未知,IP属地：未知,"
点赞",,2021-10-31IP属地：未知,IP属地：未知,"
点赞",
_WeCh****71040,5分 超棒,熊猫多，还是很值得去的,2021-10-21IP属地：未知,IP属地：未知,"
点赞",,2021-10-21IP属地：未知,IP属地：未知,"
点赞",
_WeCh****23568,5分 超棒,非常不错，熊猫很可爱。,2021-10-20IP属地：未知,IP属地：未知,"
点赞",,2021-10-20IP属地：未知,IP属地：未知,"
点赞",
香蕉哩个banana,5分 超棒,很可爱，就是走路有点累,2021-10-09IP属地：未知,IP属地：未知,"
点赞",,2021-10-09IP属地：未知,IP属地：未知,"
点赞",
桃花坞主,5分 超棒,不得不说成都最该去的景点就是这里了 世界上怎么会有如此可爱的动物！ 每一个细胞都透露着讨人喜欢的气息， 太爱大熊猫了，难以拒绝。,2021-04-26IP属地：未知,IP属地：未知,"
1",,2021-04-26IP属地：未知,IP属地：未知,"
1",
普伦萧道成,5分 超棒,离市区不远，做的k2转666，走路十多分钟就到了，里面很大，竹林很美，园内景色宜人，大团子特别可爱，上午去比较好，熊猫很活泼，下午可能就睡觉了,2021-03-15IP属地：未知,IP属地：未知,"
点赞",,2021-03-15IP属地：未知,IP属地：未知,"
点赞",
M28****5682,5分 超棒,总体超赞，绝了绝了！！熊猫也太可爱了吧！！！性价比高，性价比也太高了啊啊啊有趣好玩，熊猫是个憨憨啊哈哈哈哈哈哈景色不错，景色超好啊啊啊植被丰富,2020-12-26IP属地：未知,IP属地：未知,"
点赞",,2020-12-26IP属地：未知,IP属地：未知,"
点赞",
Islandwmy,5分 超棒,地铁可以到熊猫基地 出地铁后也有一定距离 为了快一点拼车去的两个人10块 里面跟爬山一样 有不同阶段的大熊猫🐼 还是很可爱的 幼儿熊猫流水线走着看...没看见什么就没了 小熊猫也很可爱.....,2020-12-19IP属地：未知,IP属地：未知,"
点赞",,2020-12-19IP属地：未知,IP属地：未知,"
点赞",
E29****06,5分 超棒,太阳产房和月亮产房里的小滚滚真是明星，需要排队进去观看，也不能停留太久。越往里走就可以看到很多滚滚摊躺着，啃着竹子，打闹喜玩，还是值得一去的。,2020-10-31IP属地：未知,IP属地：未知,"
点赞",,2020-10-31IP属地：未知,IP属地：未知,"
点赞",
M27****9317,5分 超棒,到成都必去熊猫基地，交通便利，乘做3号线地铁到熊猫大道站，出了地铁口乘坐景点直通车到达熊猫基地，期待已久的熊猫，终于见到啦景色不错，总体超赞，,2020-10-30IP属地：未知,IP属地：未知,"
点赞",,2020-10-30IP属地：未知,IP属地：未知,"
点赞",
_M13****3793,5分 超棒,工作日人相对少一些，里面除了有大熊猫和小熊猫我们还看到了孔雀。大熊猫宝宝也很可爱，可能生态比较好，蚊子特别多，建议提前做好准备，不要穿裙子😂,2020-10-22IP属地：未知,IP属地：未知,"
点赞",,2020-10-22IP属地：未知,IP属地：未知,"
点赞",
_WeCh****26139,5分 超棒,可爱的不要不要的，十点从春熙路地铁🚇到熊猫五号线，去时携程公交凉快，回程**购票两块，非常方便，节假日人多但出站后车次也安排较多，很方便呦~,2020-10-06IP属地：未知,IP属地：未知,"
点赞",,2020-10-06IP属地：未知,IP属地：未知,"
点赞",
二余,1分 不佳,"我一般很少在网上评价的，这个熊猫基地我要专门来评下！这些年也去过国内不少城市和景点了，这个“成都大熊猫繁育研究基地""是我个人目前去过的景点当中觉得最坑的一个景点！！！没有之一！！！我们是2022年7月11日（星期一）上午去的，真的是人山人海啊！！！人多倒不要紧，关键是真的看不到几只熊猫！那种室外场地的熊猫一只都没有看见！一只都没有看见！一只都没有看见！只在人山人海的室内场所里隔着玻璃勉强看了几眼熊猫！整个熊猫基地我们一共只拍了6张照片而已，其中几张还是在大门外拍的，只有一张是在玻璃房勉强拍的熊猫，因为实在没什么好拍的，全是人！又看不到熊猫！下面的两张照片是拍的一段视频里截的两张图，拥挤的室内场所，狭窄的走道，人挤人的，玻璃上也有水气，熊猫看得也不是很清楚。本来这次的成都之行，孩子很期待熊猫的，结果那天连孩子都不想在里面多待了，就这么隔着有水气的玻璃勉强瞟了几眼熊猫就回去了。来、去、路费、门票、时间、精力，一番折腾，真得就看了那么几眼，实在是太太太太太太太划不来！！！！！其实国内大点的动物园一样能看到熊猫，看得还好些，比如以前去过北京动物园、广州长隆等等，都比来这成都熊猫基地看要好得多！所以这个景点我个人是坚决不推荐！！！如果你非要去，那就老老实实按网上攻略说的，一大清早就去排着队等开门，或许还能在室外场所看到几只，否则时间晚了真的不要去了！！！别有侥幸心理！！！别去花钱受罪，真的看不见什么！！！",2022-07-24IP属地：未知,IP属地：未知,"
1",,2022-07-24IP属地：未知,IP属地：未知,"
1",
E50****169,3分 不错,人太多了 什么都看不到,2022-03-25IP属地：未知,IP属地：未知,"
点赞",,2022-03-25IP属地：未知,IP属地：未知,"
点赞",
✨Mr.Lee🚀,3分 不错,打卡地而已，可不去！,2022-03-13IP属地：未知,IP属地：未知,"
点赞",,2022-03-13IP属地：未知,IP属地：未知,"
点赞",
sunnyscott,5分 超棒,网上购票非常方便快捷，进园区扫码即可无需排队，太方便啦！ 熊猫太可爱了， 不管是大熊猫还是小熊猫 睡觉觉的熊猫 吃竹子的熊猫 打群架的熊猫 🐼国宝😘,2022-02-08IP属地：未知,IP属地：未知,"
点赞",,2022-02-08IP属地：未知,IP属地：未知,"
点赞",
农民街吴彦祖,4分 满意,平时去动物园最多看到两三只熊猫，一次性能看到这么多只确实挺稀奇。不过参观时间确实要注意，到中午基本上都睡觉了，要一早去。,2021-11-17IP属地：未知,IP属地：未知,"
1",,2021-11-17IP属地：未知,IP属地：未知,"
1",
M49****2065,5分 超棒,和好朋友相聚真的太适合来这了，每年都会来两三次，已经成为我的聚会必备了和好朋友相聚真的太适合来这了，每年都会来两三次，已经成为我的聚会必备了,2021-10-27IP属地：未知,IP属地：未知,"
点赞",,2021-10-27IP属地：未知,IP属地：未知,"
点赞",
Cee_Cee,5分 超棒,果然还是要选择天气凉爽的日子来玩，国宝们大部分时间都在室外活动，圆滚滚的，好想rua一下～初中三年在成都一年来好几次，太久没来了，变化太大了,2021-10-26IP属地：未知,IP属地：未知,"
点赞",,2021-10-26IP属地：未知,IP属地：未知,"
点赞",
_WeCh****151551,5分 超棒,可爱  巨无敌可爱  呆呆的,2021-09-30IP属地：未知,IP属地：未知,"
点赞",,2021-09-30IP属地：未知,IP属地：未知,"
点赞",
搁浅lli,5分 超棒,可可爱爱想养一只，绿化不错，内容丰富，，想当个大熊猫棒棒哒嗯,2021-09-17IP属地：未知,IP属地：未知,"
点赞",,2021-09-17IP属地：未知,IP属地：未知,"
点赞",
M35****1802,5分 超棒,非常值得去的一个地方,2021-09-15IP属地：未知,IP属地：未知,"
点赞",,2021-09-15IP属地：未知,IP属地：未知,"
点赞",
吃货love旅行,3分 不错,夏天大熊猫怕热，即使我们很早排队去坐第一批观光车到达月亮产房，熊猫🐼也很少，有的窝里一只没有，最多的4只，所有的熊猫数下来一共只看到36只，太少了，幼年熊猫只看到2只，其它都是成年熊猫。还是凉快的时候去看吧！,2021-07-12IP属地：未知,IP属地：未知,"
1",,2021-07-12IP属地：未知,IP属地：未知,"
1",
南派穆幕,5分 超棒,大熊猫真的超级可爱👍一定要早去，一开门就进去，不然就是人挤人，而且熊猫怕热，早上去都在外面吃饭，追跑打闹，基本10点以后就回屋或者是睡觉了,2021-07-08IP属地：未知,IP属地：未知,"
点赞",,2021-07-08IP属地：未知,IP属地：未知,"
点赞",
