 字段 1 , 字段 2 , 字段 3 , 字段 4 , 字段 5 , 字段 6 , 字段 7 , 字段 8 , 字段 9 , 字段 10 , 字段 11 
 吉野 英士 , 5 分   超棒 , 值得 去 看一看 ， 大熊猫 咱们 国家 的 国宝 ！ 成都 大熊猫 繁育 研究 基地 ， 让 我 见识 到 了 幼年 ， 亚 成年 ， 成年 大熊猫 ， 种类 多样 齐全 ， 非常 可爱 ， 非常 讨人 喜爱 ！ , 2021 - 10 - 05IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 10 - 05IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 107 * * * * 882 , 5 分   超棒 , 下午 去 的 熊猫 基地 ， 不过 很 幸运 那天 熊猫 都 是 很 精神 ， 非常 棒 ， 萌哒 哒 的 ， 针 不 知道 当年 蚩尤 为啥 挑 他 做 座 继 , 2021 - 04 - 27IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 04 - 27IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 海上 明月 月明 上海 , 5 分   超棒 , 性价比 高 ， 有趣 好玩 ， 总体 超赞 ， 景色 不错 ， 非常 非常 非常 非常 好玩 ， 大熊猫 宝宝 特别 特别 特别 可爱 ， 小熊猫 也 挺好玩 的 。 去 成都 必须 去 啊 ！ 一定 要 早上 去 ， 上午 大熊猫 特别 活泼 。 下午 她们 要 打盹儿 。 , 2021 - 03 - 31IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 03 - 31IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 屁屁 高大 静 , 5 分   超棒 , 有趣 好玩 ， 景色 不错 ， 总体 超赞 ， 性价比 高 ， 去 成都 不得不 去 看一看 大熊猫   一个 必去 的 景点   里面 非常 大   很 舒服 , 2021 - 03 - 01IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 03 - 01IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 ka * * * * 0 _ 0 , 5 分   超棒 , 纯粹 希望 找 个人 陪聊 ， 和 小姐姐 一路 聊 的 很 欢乐 ， 全程 还有 大大小小 的 🐼 宝宝 伴随 行程 ， 真是 软萌 可爱 ， 也 了解 了 不少 🐼 宝宝 的 习性 和 一些 有趣 的 故事 , 2021 - 02 - 23IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 02 - 23IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 _ CFT01 * * * * 4428399 , 5 分   超棒 , 熊猫 真的 太 可爱 了 ， 不过 这次 因为 不是 繁育 期 ， 没有 看到 熊猫 崽 性价比 高 ， 有趣 好玩 ， 总体 超赞 ， 景色 不错 ， , 2020 - 11 - 20IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 11 - 20IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 _ WeCh * * * * 34419 , 4 分   满意 , 景色 不错 ， 熊猫 真的 很 可爱 ， 去 的 时候 是 下午 了 ， 出来 的 熊猫 都 有点 疲惫 ， 可能 看 的 人 多 了 总是 想 躲起来 ， 有个 捐助点 特别 好 ， 小小 捐款 满足 为 熊猫 做点事 的 心愿 ， 希望 此生 有 机会 可以 抱 一下 熊猫 仔仔 , 2020 - 11 - 06IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 11 - 06IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M13 * * * * 908 , 5 分   超棒 , 熊猫 🐼 有趣 好玩 ， 可爱 极了 ， 熊猫 宝宝 互动 打架 玩耍 ， 非常 呆萌 。 看到 熊猫 的 繁殖 过程 的 不易 ， 工作人员 付出 了 多 大 的 努力 ， 才 让 熊猫 种群 不至于 灭绝 。 , 2020 - 11 - 03IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 11 - 03IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 qinghuan0331 , 5 分   超棒 , 第三次 去 了 ， 可爱 的 熊猫 ， 不 过去 的 有点 晚 ， 熊猫 们 都 在 午休 ！ 体验 很 好 ， 景色 不错 ， 值得 推荐 ， 有趣 好玩 ， , 2020 - 10 - 08IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 10 - 08IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 Andy , 5 分   超棒 , 很 喜欢 这里 的 环境 ， 感觉 熊猫 在 这里 确实 有 受到 很 好 的 照顾 。 离 熊猫 很近 ， 熊猫 也 很淡 定地 做 自己 的 事 ， 吃饭 ， 爬树 ， 睡觉 ， 挠 屁屁 … … 一点 都 不怕 人 。 , 2021 - 11 - 15IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 11 - 15IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 卡利斯托 加伊 莎妮娅 , 5 分   超棒 , 大热天 ， 趁早 进园 ！ 不然 小可爱 都 去 空调 房吹 空调 了 ！ 遗憾 的 是 没 看见 它们 喝盆 盆奶 , 2021 - 08 - 09IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 1 " ,  , 2021 - 08 - 09IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 1 " ,  
 花醉 琉璃 , 5 分   超棒 , 因为 天热 ～ 盼得们 都 懒懒 哒 ！ 但是 都 好 可爱 啊 ～   提问 ： 如何 成为 熊猫 饲养员 ～ ！ 好羡慕 啊 ～ 好 想 rua 呀 ！ , 2021 - 07 - 30IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 07 - 30IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M27 * * * * 9553 , 5 分   超棒 , 看 以前 其他 游客 说 早上 才能 看到 熊猫 ， 我们 去 的 时候 当天 上午 在 下雨 ， 到 了 下午 两点 多 了 才 到 熊猫 基地 ， 还是 看到 了 很多 熊猫 哦 ， 里面 标识码 都 很 清楚 。 , 2021 - 07 - 23IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 07 - 23IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M38 * * * * 0634 , 5 分   超棒 , 看 滚滚 ～ 建议 早点 去 ， 去 晚 了 就 没 办法 看到 室外 的 了 。 里面 除了 滚滚 还有 小熊猫 。 如果 要 看 里面 的 熊猫 博物馆 记得 提前 预约 ， 免费 的 。 幼崽 熊猫 yyds , 2021 - 07 - 19IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 07 - 19IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M39 * * * * 9820 , 5 分   超棒 , 强烈建议 秋季 或者 春季 去 ， 因为 夏季 去 由于 太热 了 ， 熊猫 们 都 在 睡觉 ， 趣味性 降低 了 很多 ， 不过 也 还 算 不错 , 2021 - 07 - 07IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 07 - 07IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 哆啦麗凝子 , 5 分   超棒 , 和 家人 来 成都旅游 ， 第一站 就是 大熊猫 繁育 研究 基地 。 因为 是 周日 ， 小孩子 比较 多 ， 排队 等 了 很 久 。 里面 很 好玩 ， 大熊猫 🐼 也 觉得 天热 不 愿意 出来 了 。 , 2021 - 07 - 04IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 07 - 04IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 雷登 白起 , 5 分   超棒 , 大熊猫 憨态可掬 ， 不光 有 大熊猫 还有 小熊猫 ， 亲子 游 儿子 玩得 很 高兴 😀 景色 不错 ， 有趣 好玩 ， 总体 超赞 ， , 2021 - 06 - 11IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 06 - 11IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 _ CFT01 * * * * 9523034 , 5 分   超棒 , 很 不错 ， 熊猫 挺 多 的 ， 就是 熊猫 不 给面子 ， 都 在 睡觉 不爱动 ， 所以 伙伴 们 来得 时候 可以 查查 天气 ， 风和日丽 阳光明媚 得 时候 ， 比较 容易 看到 爱动 得 猫猫 。 性价比 高 ， 景色 不错 ， 总体 超赞 ， 有趣 好玩 ， , 2021 - 05 - 05IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 05 - 05IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 _ CFT01 * * * * 4510962 , 5 分   超棒 , 适合 带 小朋友 一起 出游 ， 园区 很大 ， 熊猫 很 可爱 ， 还有 其他 野生动物 可以 观看 ， 小朋友 玩 的 很 开心 ， 也 有趣 有趣 好玩 ， 体验 很 好 ， 值得 推荐 ， 景色 不错 ， , 2020 - 10 - 13IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 10 - 13IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M29 * * * * 224 , 5 分   超棒 , 有趣 好玩 ， 值得 推荐 ， 景色 不错 ， 体验 很 好 ， 亲子 游玩 推荐 地点 ， 早去 人少 一点 ， 可以 在 园里 买 一些 熊猫 周边 ， 感觉 外面 大街 上 卖 的 和 里面 的 都 不 太 一样 , 2020 - 09 - 17IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 09 - 17IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 小菲 _ 小灰机 , 5 分   超棒 , 非常 值得 去 的 一个 景点 ， 可爱 的 熊猫 宝宝 ， 有 睡觉 的 ， 吃 竹子 的 ， 打闹 的 ， 非常 可爱 。 小朋友 绝对 喜欢 。 , 2022 - 02 - 08IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 02 - 08IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 _ WeCh * * * * 393053 , 5 分   超棒 , 熊猫 好 可爱 啊 , 2022 - 01 - 03IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 01 - 03IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 醉 清风 , 5 分   超棒 , 这里 建议 早点 来 才能 看到 大熊猫 ， 要 不 迟 了 大熊猫 都 不 出来 了 ， 还有 那种 刚出生 的 大熊猫 ， 真的 值得 推荐 , 2021 - 11 - 06IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 11 - 06IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 小智爱 旅游 , 5 分   超棒 , 好玩 ！ 有趣 ！ , 2021 - 10 - 31IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 10 - 31IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 Forever 阳 , 5 分   超棒 , 很 值得 一来 的 , 2021 - 10 - 20IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 10 - 20IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 达达 达星 人 , 5 分   超棒 , 老人 說 ， 头越 小 的 男人 越 深情 ， 我 绝不允许 我 兄弟 们 输 🐼 , 2021 - 10 - 04IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 10 - 04IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 little _ silver , 5 分   超棒 , 太 值得 去 了 ， 好多 团子 8 点 前进 去 ， 做车 拉 到底 ， 慢慢 玩 ， 开始 喂食 会 很 活泼 ， 小熊猫 产房 太灵 了 ， 就是 要 排队 ， 人 好多 啊 ， 周围 都 是因为 兴奋 的 游客 , 2021 - 10 - 01IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 10 - 01IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M11 * * * * 510 , 5 分   超棒 , 早上 八点 之前 去 看 熊猫 ， 晚上 八点 去 看 川剧 表演 ， 巴适 得 很 , 2021 - 09 - 09IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 09 - 09IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 Tiger _ 1962 , 4 分   满意 , 这次 去 成都旅游 ， 花 了 一天 的 时间 到 成都 大熊猫 繁育 研究 基地 游玩 ， 因为 不是 在 熊猫 的 饭点 时间 ， 许多 熊猫 都 趴着 树上 休息 ， 但是 还是 看到 了 好几个 熊猫 在 吃 竹子 ， 样子 真是 憨态可掬 ， 太 可爱 了 。 , 2021 - 07 - 23IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 07 - 23IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 kevin000777 , 5 分   超棒 , 五月 二号 8 点 左右 去 的 ， 前面 排队 已经 人山人海 ， 9 点 左右 入 的 园 ， 任何 设施 都 是 人 挤 人 ， 没去 排 电瓶车 ， 走路 游览 的 ， 熊猫 都 挺 懒散 的 ， 没 看见 几只 ， 想 玩 的话 ， 一定 要 避开 节假日 。 景色 不错 ， , 2021 - 05 - 30IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 05 - 30IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 118 * * * * 304 , 5 分   超棒 , 导游 小罗 非常 负责 任 ， 耐心 温暖   时时 提醒 我们 穿衣服 多少 ！ 高反 问题 ！ 给 我们 讲 西藏 的 风土人情 ！ 很 贴心 的 全程 服务 ！ 她 性格 很 开朗 活泼可爱 阳光 . ！ 希望 下次 再游 九寨沟 ， 还 约 小罗 ！ 性价比 高 ， , 2021 - 05 - 20IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 05 - 20IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M46 * * * * 3897 , 5 分   超棒 , 虽然 五一 假期 的 时候 人 很多 ， 山上 也 有点 热 ， 但是 熊猫 很 可爱 呀 ！ 和 朋友 一起 拍 了 很多 照片 ， 感觉 还 不错 , 2021 - 05 - 07IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 05 - 07IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 150 * * * * 6816 , 5 分   超棒 , 成年 熊猫 别墅 有 3 - 4 只 熊猫 ， 超级 可爱 ！ 有 的 熊猫 睡 在 树上 ， 有 的 熊猫 在 别墅 里 打闹 、 摔跤 、 咬耳朵 ！ , 2021 - 05 - 03IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 05 - 03IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 E49 * * * * 197 , 5 分   超棒 , 非常 棒 ， 景色 好 ， 也 不累 ， 孩子 喜欢 的 不得了 ， 就是 去 的 时候 正好 赶上 夏令营 时间 ， 人 很多 ， 都 是 小朋友 , 2020 - 12 - 10IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 12 - 10IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M29 * * * * 811 , 5 分   超棒 , 环境 不错 ， 停车 不便 ， 购票 方便 ， 有些 地方 还是 需要 修缮 一下 ， 毕竟 游客 太 多 ， 人来 人 走 的 留下 了 痕迹 ， 过于 依赖 单一 景点 ， 孩子 大部分 时间 需要 抱 着 , 2020 - 11 - 24IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 11 - 24IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 淡定 , 5 分   超棒 , 值得 推荐 ， 体验 很 好 ， 有趣 好玩 ， 景色 不错 ， 大熊猫 很萌 ， ， 各种 姿势 躺 着 ， 好玩 ， 小 的 大熊猫 很 可爱 ， 非常 好 的 一次 旅行 ， 下次 来 成都 还 回来 看 熊猫 , 2020 - 10 - 19IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 10 - 19IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 _ CFT0 * * * * 2924 , 5 分   超棒 , 大熊猫 很 可爱 ！   但是 国庆 出游 ， 人 真的 太多 了 ， 我们 还是 一大早 就 出发 的 ， 还是 排起 了 长队 ， 参观 完 太阳 产房 出来 整个 都 是 废人 了 。 一 出来 更加 人山人海 ， 以后 还是 尽量 找 个人 少 的 时间 再 去 看看 。 , 2020 - 10 - 09IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 10 - 09IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 阿卡 07 , 5 分   超棒 , 空气 很 好 ， 特别 舒服 ， 但是 由于 我们 去 的 比较 晚 ， 见到 的 熊猫 比较 少 ， 但是 整个 环境 很 喜欢 景色 不错 ， ！ , 2020 - 10 - 03IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 10 - 03IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 楚楚 芸香 , 5 分   超棒 , 到 成都 必须 抽空去 看看 大熊猫 ， 近距离 观赏 萌哒 哒 的 国宝 。 基地 位于 成都 北郊 10 公里 ， 坐地铁 到达 后 有 接驳 车 免费 接送 。 基地 完全 模拟 大熊猫 野外 生存环境 ， 有 湖泊 、 竹林 、 溪流 、 草坪 等 生态 。 , 2020 - 06 - 27IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 4 " ,  , 2020 - 06 - 27IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 4 " ,  
 周游列国 , 5 分   超棒 , 大熊猫 繁育 研究 基地 是 以 造园 手法 模拟 大熊猫 野外 生态环境 ， 营建 了 适宜 大熊猫 及 多种 珍稀 野生动物 生息繁衍 的 生态环境 。 这里 常年 圈养 着 80 余 只 大熊猫 以及 小熊猫 、 黑颈鹤 、 白鹤 等 珍稀动物 。 , 2020 - 04 - 11IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 4 " ,  , 2020 - 04 - 11IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 4 " ,  
 M42 * * * * 346 , 5 分   超棒 , 冬天 小雨 ， 游览车 排队 不 多 ， 10 分钟 之内 就 排到 了 。 里面 绿化 很多 ， 天气 凉快 加 小雨 ， 很多 熊猫 吃 竹子 睡觉 。 小熊猫 比较 活泼 ， 里面 找 厕所 方便 。 , 2022 - 02 - 18IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 02 - 18IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 华斯奇德 伦道夫 , 5 分   超棒 , 来 成都 必 打卡 的 地方 ， 熊猫 宝宝 真的 太 可爱 了 ， 好 想 撸 ！ , 2021 - 12 - 30IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 12 - 30IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M43 * * * * 0494 , 5 分   超棒 , 非常 的 好 ！ , 2021 - 12 - 15IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 12 - 15IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M46 * * * * 643 , 5 分   超棒 , 大熊猫 真的 很 可爱 ， 睡觉 虽然 也 可爱 ， 但是 还是 喜欢 看 动态 的 熊猫 们 ～   熊猫 们 真的 很 爱 睡觉 ， 一 开始 看到 的 熊猫 是 睡觉 的 ， 有些 地方 离得 有些 远 ， 但是 成年 熊猫 别墅区 视野 很 好 ， 我 可以 看 很 久 ！ , 2021 - 05 - 17IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 05 - 17IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 你 彭大哥 , 5 分   超棒 , 网红 小熊猫 好 可爱 ， 刚 看见 它 就 躲起来 了 。 真心 希望 能 给 熊猫 洗洗澡 ， 都 好脏 。 总体 超赞 ， 有趣 好玩 ， , 2021 - 05 - 08IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 05 - 08IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M17 * * * * 426 , 5 分   超棒 , 去程 上 讲解 的 小姐姐 说 ， 熊猫馆 没有 淡季 ， 哈哈哈 。 看 的 时候 熊猫 百分之八十 在 睡觉 ， 运气 好能 看到 几只 在 动 ， 只要 看 游客 聚集 的 地方 就是 有 在 动 的 熊猫 了 ， 全程 我 只会 说 可爱 ！ 可爱 ！ 可爱 😅 , 2021 - 05 - 05IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 05 - 05IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 胡懿衲 , 5 分   超棒 , 景色 不错 ， 很 适合 出片 ， 熊猫 超级 可爱 ， 性价比 高 ， 有趣 好玩 ， 总体 超赞 ， 唯一 不足 是 距离 市区 较 远 。 , 2021 - 04 - 28IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 04 - 28IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 ꧁ ꫞ ꯭ 田 ꯭ 野 ꯭ ꫞ ꧂ , 5 分   超棒 , 非常 满意 之旅 ！ 去 的 早 ， 熊猫 吃 竹笋 很呆萌 ， 还 看见 饲养员 对 小熊猫 照顾 的 无微不至 ， 小熊猫 很 可爱 。 , 2021 - 04 - 25IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 04 - 25IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 林 包包 , 5 分   超棒 , 超级 ！ 无敌 ！ 宇宙 第一 ！ 可爱 ！   滚滚 真的 真的 太 可爱 了 啊 。 长 这么 大 第一次 亲眼见到 活 的 ， 会动会 呼吸 会 啃 竹子 会 打架 会 发呆 的 滚滚 。   以后 还要 来 ！ , 2020 - 11 - 25IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 11 - 25IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 野寶寶 , 5 分   超棒 , 到达 目的地 的 时间 大概 是 下午 两点 左右 ， 事实上 是 没 看到 户外活动 的 熊猫 ， 更 别说 喂食 的 情景 了 ！ 熊猫 BB 在 保温箱 超级 可爱 ～ 如果 是 自驾 的话 只能 停 在 附近 当地人 收费 的 停车场 ， 不然 会 抄牌 ！ , 2020 - 11 - 12IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 11 - 12IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
